State,Year,Warning_Device,Severity_Bucket
NE,2020,Gates,1
FL,2023,None,0
MS,2019,Lights,0
IN,2022,None,2
TN,2018,Lights,0
MO,2019,Xings,2
KS,2018,Gates,0
KY,2022,None,2
GA,2022,Lights,0
AL,2020,Gates,1
LA,2023,Xings,1
NE,2018,Gates,0
LA,2022,Gates,1
TN,2022,Other,2
OK,2023,None,2
OK,2021,None,0
AR,2018,Lights,0
KY,2021,None,1
NE,2023,Lights,2
IL,2019,None,0
TN,2019,Other,1
TX,2023,Xings,1
MO,2020,None,0
AL,2023,Lights,2
OK,2022,Gates,0
FL,2020,Other,1
MS,2023,Other,0
AR,2020,Gates,0
FL,2018,Other,0
WI,2022,Xings,1
OH,2020,Xings,0
FL,2019,Xings,1
WI,2020,Xings,0
KS,2021,Other,2
AR,2018,Gates,2
IL,2018,Other,0
KY,2023,Lights,2
GA,2019,Lights,1
LA,2021,Xings,0
CA,2022,Other,1
MN,2019,Other,0
TN,2022,Xings,1
NE,2021,Xings,1
LA,2018,Lights,0
KY,2018,Lights,1
KS,2020,Xings,2
WI,2023,Other,0
TN,2020,Xings,0
GA,2021,None,2
MO,2021,Xings,0
AL,2021,Lights,0
TX,2021,None,0
KS,2021,None,0
GA,2021,Other,1
KS,2021,Other,1
IA,2018,Lights,1
LA,2021,Xings,1
AL,2020,Gates,0
NE,2023,Lights,1
AL,2023,Gates,0
KY,2023,Other,2
IA,2021,Other,2
OH,2022,Gates,0
AL,2018,Other,0
NE,2021,None,1
AR,2021,Xings,2
CA,2022,Gates,0
KY,2020,Other,2
NE,2022,Lights,0
MN,2021,None,0
OH,2021,Other,2
AR,2018,Lights,1
GA,2020,None,2
OH,2023,Lights,0
FL,2021,Xings,2
MN,2019,Xings,1
FL,2019,Other,0
MN,2019,Xings,0
IL,2023,Other,0
OK,2020,Gates,0
IA,2022,Lights,2
OK,2021,Gates,2
TN,2018,None,1
OK,2019,Other,2
LA,2021,Gates,0
KS,2023,Lights,1
MS,2020,Other,0
MS,2023,Lights,1
TN,2023,Xings,0
KY,2022,Other,0
AL,2021,Xings,1
OH,2022,Xings,2
AL,2019,None,2
MS,2018,Other,0
IA,2019,Lights,0
TN,2022,Xings,1
CA,2020,None,1
FL,2023,Gates,1
MO,2021,Lights,2
AR,2019,Other,2
NE,2019,None,0
IL,2022,Gates,0
IN,2020,Xings,1
AL,2018,Other,0
OH,2020,Other,0
TX,2021,Other,0
FL,2018,Lights,1
KY,2020,Xings,0
TN,2023,None,0
NE,2018,Other,0
TN,2019,None,0
MN,2019,Xings,0
CA,2019,Gates,1
CA,2018,Gates,0
MO,2019,Other,0
MN,2018,Lights,1
MS,2023,None,1
MS,2020,Other,1
LA,2022,Gates,1
IL,2022,None,0
FL,2022,Gates,1
MO,2022,Xings,1
KY,2018,Gates,2
MO,2018,None,0
OH,2021,Xings,1
TX,2018,None,1
NE,2020,Gates,0
AR,2019,None,1
OH,2018,Gates,2
FL,2018,Lights,0
WI,2019,Xings,0
IL,2023,Gates,2
TX,2023,Gates,0
LA,2022,Lights,0
KY,2019,Other,1
TX,2018,None,0
MO,2023,Gates,0
MS,2022,None,0
IN,2018,Lights,0
OH,2019,Gates,0
WI,2018,Lights,0
AR,2019,None,0
TN,2023,None,1
AR,2022,Other,0
IL,2022,Gates,1
IL,2021,Lights,0
OH,2019,Gates,0
KY,2019,Lights,2
TX,2020,Xings,1
CA,2023,None,1
LA,2018,Lights,0
WI,2023,Lights,0
KS,2019,Xings,1
IN,2023,Other,1
AL,2022,Gates,1
IA,2020,Gates,0
OH,2021,Gates,0
LA,2022,Xings,0
LA,2018,Lights,2
MO,2019,Gates,1
GA,2018,Lights,2
IN,2018,None,1
OK,2023,None,0
AL,2018,Lights,0
IA,2018,Lights,1
NE,2021,Lights,2
IL,2021,Gates,1
GA,2019,Other,0
TN,2023,Gates,2
IA,2020,Gates,1
MS,2022,None,0
TX,2019,Lights,1
NE,2023,Other,2
GA,2020,Lights,0
LA,2019,None,0
CA,2023,Xings,0
MO,2023,None,0
AL,2023,Gates,0
TN,2023,Other,1
KS,2022,Lights,0
TN,2018,Gates,0
NE,2023,Gates,2
IA,2022,Other,1
KS,2018,Lights,2
IA,2021,Gates,1
MN,2023,Xings,0
TN,2021,None,1
KS,2022,Other,0
TX,2022,Xings,2
MS,2021,Other,0
MN,2023,Lights,0
CA,2019,Xings,2
IA,2021,Other,0
IA,2022,Xings,1
MS,2018,Xings,0
MO,2022,None,1
WI,2018,None,1
TN,2022,None,0
LA,2018,Lights,0
MO,2023,Xings,1
NE,2019,Gates,2
IN,2022,Other,0
TX,2019,Lights,0
MO,2020,None,0
CA,2019,Xings,2
NE,2022,Gates,0
NE,2023,Lights,1
TN,2023,Xings,1
AL,2021,Lights,1
KS,2022,Lights,1
MO,2023,Other,0
MO,2020,Gates,0
TX,2023,Gates,2
OK,2020,Xings,0
LA,2018,Xings,2
TN,2022,Other,2
TX,2021,Other,1
AL,2022,Gates,2
CA,2023,Xings,0
AL,2021,Gates,2
AR,2021,Gates,1
AR,2021,Lights,1
FL,2018,None,0
LA,2018,Other,0
TX,2020,Other,2
MS,2023,Xings,0
AR,2023,Lights,1
AL,2023,Lights,0
FL,2022,Other,0
KS,2020,Xings,0
WI,2019,Gates,0
LA,2020,Other,0
TN,2021,Xings,1
MO,2022,Other,2
WI,2022,Lights,0
MS,2021,Gates,0
FL,2019,Gates,0
AR,2019,Lights,1
WI,2018,Lights,1
FL,2020,Other,0
KY,2019,Lights,2
MN,2021,Xings,0
IL,2021,None,1
MN,2018,Other,0
IN,2019,Other,1
TN,2022,Other,0
IA,2018,Other,0
KS,2021,Lights,0
GA,2021,Xings,1
IL,2022,Lights,1
WI,2018,Lights,0
MS,2019,Lights,1
NE,2018,Other,0
IL,2023,Other,2
TX,2018,None,1
MO,2018,Other,0
CA,2023,Other,2
IN,2020,Gates,1
MN,2020,Xings,2
WI,2019,None,0
MS,2018,Gates,1
TN,2021,Xings,2
AL,2018,Gates,1
GA,2023,Other,1
AR,2018,Lights,0
OK,2018,Lights,0
IL,2022,Gates,0
TX,2020,None,0
MO,2022,Xings,0
OK,2022,Lights,1
IA,2019,None,1
KY,2020,Xings,1
CA,2021,Gates,0
KS,2020,Gates,1
MS,2023,Lights,2
KS,2021,Xings,2
OH,2018,Gates,2
WI,2018,Xings,2
TX,2022,Xings,0
MS,2022,Gates,2
FL,2018,Xings,1
OH,2018,Lights,1
LA,2018,Other,1
MO,2018,Gates,0
IN,2023,Gates,0
IL,2023,None,0
IA,2019,Lights,2
IA,2018,Xings,1
FL,2023,Xings,2
MN,2021,Xings,0
KS,2021,Gates,0
IL,2019,Other,0
AR,2019,None,0
GA,2022,Lights,0
OK,2021,Gates,0
NE,2021,Other,1
MO,2020,None,1
AL,2021,None,2
OH,2021,Gates,2
KY,2023,Lights,1
WI,2019,Other,0
TN,2018,Xings,1
WI,2021,Xings,1
IL,2018,Other,0
OK,2021,None,1
GA,2018,Xings,0
CA,2019,Xings,0
MN,2018,Other,0
LA,2019,Lights,0
MS,2018,Other,0
IN,2020,None,1
OK,2021,Other,1
OK,2020,Gates,0
AL,2018,Xings,0
CA,2023,Xings,1
WI,2021,Other,1
OK,2022,None,1
LA,2019,None,1
MS,2021,Lights,0
GA,2019,Gates,0
IN,2021,None,2
GA,2022,Other,0
LA,2018,Lights,0
TN,2018,Lights,0
OK,2022,Lights,0
FL,2021,None,0
CA,2023,Gates,1
MS,2018,Gates,1
WI,2019,Xings,0
OK,2019,Other,0
IN,2019,Xings,0
IA,2018,Xings,2
CA,2019,Xings,0
TN,2020,Other,0
MS,2019,Other,0
MS,2021,Xings,1
WI,2020,Gates,1
AR,2022,Lights,0
MO,2019,None,1
AR,2020,Other,1
TX,2018,Other,1
OH,2020,Xings,0
AL,2023,Xings,0
MN,2022,Gates,2
GA,2023,Lights,0
LA,2018,Other,0
MS,2019,None,2
GA,2021,Gates,0
KY,2018,None,1
CA,2021,Gates,0
NE,2021,Lights,0
MS,2019,Lights,0
LA,2023,None,0
NE,2021,Xings,0
KS,2020,None,1
KS,2022,Other,2
OH,2019,Xings,0
AR,2020,Other,0
NE,2022,None,0
IN,2020,Other,1
FL,2021,Xings,0
CA,2018,None,1
NE,2018,None,2
KY,2019,Lights,0
FL,2021,Other,2
TX,2020,Gates,0
FL,2020,Xings,0
AL,2019,Xings,2
LA,2023,Lights,0
IN,2023,Xings,0
KY,2022,Xings,0
LA,2020,Lights,0
MS,2020,Other,2
CA,2020,Other,0
IA,2018,Xings,1
NE,2018,None,0
IN,2019,None,2
MN,2020,Xings,0
WI,2021,Xings,0
IL,2021,Lights,2
IA,2022,Xings,1
IA,2023,Lights,1
IL,2020,Other,2
LA,2023,None,1
MN,2020,Other,0
LA,2018,Xings,0
MS,2022,Lights,0
MS,2023,Gates,1
CA,2021,None,1
LA,2020,None,1
GA,2020,Xings,0
AR,2022,Other,0
FL,2023,None,2
MS,2022,Lights,0
KS,2020,Other,0
CA,2020,None,0
NE,2022,Xings,2
MS,2021,Xings,2
MS,2019,Xings,2
MS,2023,Lights,1
IN,2023,Xings,1
OH,2022,None,0
KY,2018,None,0
AR,2022,Lights,0
KY,2022,Lights,0
LA,2022,Xings,2
IN,2021,Lights,0
IL,2022,None,0
NE,2023,Other,0
MO,2019,None,2
WI,2023,Xings,2
CA,2021,None,1
AL,2023,Gates,1
MN,2018,Other,0
IL,2018,Other,0
KS,2018,Other,0
MS,2021,Gates,2
TN,2020,Xings,0
IL,2023,Xings,2
AL,2023,Gates,0
IN,2021,Xings,1
IL,2021,Other,0
LA,2023,Gates,1
CA,2018,None,0
LA,2022,Gates,0
MN,2022,Gates,0
FL,2020,Xings,0
OH,2018,None,2
GA,2020,Lights,1
MO,2023,Other,0
AL,2018,Lights,1
OK,2019,Gates,2
MO,2018,Lights,1
OH,2018,Gates,0
AL,2019,Gates,2
TX,2021,Gates,1
GA,2018,Xings,0
MN,2023,None,1
LA,2022,Xings,1
GA,2019,None,2
AR,2019,Lights,0
TX,2021,Lights,0
KY,2022,None,1
WI,2020,Gates,1
MO,2020,Lights,0
MN,2018,Xings,0
TN,2018,Lights,0
TN,2020,Lights,1
IN,2021,Other,0
LA,2022,Lights,1
TN,2021,Other,1
IA,2019,Xings,2
OK,2021,Other,0
OH,2022,None,1
KS,2021,Xings,0
MN,2022,Other,1
IA,2021,None,0
LA,2019,Other,2
NE,2020,Lights,1
IN,2018,Lights,1
TX,2021,Xings,1
LA,2023,None,0
AL,2019,Lights,0
LA,2020,Gates,0
GA,2023,Other,1
LA,2022,Lights,1
TX,2018,None,0
IL,2021,Other,0
LA,2018,Gates,1
OK,2022,Gates,0
CA,2018,Other,2
MO,2020,None,0
IL,2022,Xings,1
TN,2023,Lights,0
MS,2022,Other,0
AL,2019,None,0
OH,2018,Other,0
FL,2018,Lights,1
IN,2022,None,0
WI,2019,Gates,1
NE,2020,Lights,0
IN,2023,None,1
IL,2021,Gates,1
CA,2018,Other,0
AL,2022,None,1
TN,2023,Gates,0
GA,2020,None,0
AL,2019,Xings,0
AR,2019,Gates,0
KS,2020,Gates,0
GA,2022,Lights,1
OK,2021,Gates,1
TN,2020,Other,0
TN,2021,None,1
IA,2023,Lights,1
MO,2018,Lights,1
AL,2018,None,1
OH,2023,Xings,1
FL,2018,Lights,0
MO,2019,None,1
MN,2022,Lights,1
MN,2020,Xings,1
MN,2019,None,2
MN,2023,Lights,0
KY,2021,Other,1
FL,2019,Lights,0
IA,2018,Lights,1
FL,2018,Xings,0
IA,2022,Gates,0
MO,2022,Other,0
OH,2020,Other,0
MN,2020,Lights,2
OH,2022,Xings,0
IA,2018,None,1
AL,2023,Xings,2
OH,2018,Other,0
KY,2020,Other,0
WI,2018,None,0
GA,2021,None,1
IN,2022,Lights,1
TN,2022,Gates,0
MN,2019,Xings,0
AR,2019,Xings,0
FL,2020,Other,0
FL,2018,Other,2
KS,2023,Lights,1
TN,2019,Other,0
TX,2023,None,1
GA,2022,Gates,1
MS,2023,Other,1
IL,2018,Gates,1
IN,2023,Other,0
MO,2018,Xings,0
TN,2018,None,0
CA,2022,Lights,1
OK,2022,Lights,1
AL,2020,Lights,1
TN,2019,Gates,0
WI,2020,None,1
AR,2022,None,1
CA,2021,None,0
GA,2021,Other,2
IL,2020,Other,1
WI,2021,Lights,1
OK,2021,Xings,0
OK,2019,None,0
OH,2021,Xings,1
TX,2022,Lights,0
WI,2020,Other,0
TX,2021,None,0
AL,2019,Xings,0
TX,2023,Gates,0
NE,2023,None,0
MO,2019,Gates,1
TX,2023,Xings,0
TX,2023,Xings,1
CA,2023,Other,2
WI,2020,Xings,2
OH,2019,Lights,0
IL,2020,None,0
TN,2020,Xings,1
MS,2018,None,0
OH,2021,Gates,0
AL,2021,Xings,0
AR,2021,Gates,1
OH,2022,None,2
WI,2023,None,1
GA,2019,Gates,0
AL,2022,Other,1
OH,2022,Lights,2
MS,2021,Gates,2
KY,2021,None,1
LA,2023,Other,1
FL,2022,None,2
KS,2020,Lights,1
CA,2019,Lights,0
OH,2023,Lights,2
IN,2023,Gates,1
LA,2023,Xings,2
MO,2021,Xings,0
IA,2018,Other,1
GA,2022,Gates,1
IA,2021,None,1
IL,2022,Gates,1
KS,2021,Xings,0
MS,2021,None,1
IN,2021,Xings,0
CA,2018,Other,1
IN,2018,Gates,1
NE,2019,Gates,1
OK,2020,Xings,2
LA,2019,None,0
KY,2022,Gates,1
LA,2020,Xings,0
WI,2021,Lights,0
AR,2020,None,1
IL,2019,Xings,0
MS,2023,Xings,0
IA,2023,Other,2
KS,2020,None,2
AL,2018,Gates,1
CA,2020,Gates,0
NE,2023,Other,0
CA,2023,Xings,0
OH,2022,Xings,0
IA,2021,Xings,2
IN,2022,Xings,0
OK,2019,Lights,0
AL,2022,None,0
WI,2023,Other,2
CA,2023,Xings,0
IN,2019,Lights,1
TN,2021,Lights,0
KS,2018,Lights,0
AL,2022,Xings,1
KY,2020,Lights,2
IL,2021,Xings,1
KS,2020,None,0
WI,2020,None,1
NE,2020,Xings,0
TN,2020,Other,2
MS,2021,Gates,0
AL,2020,Lights,0
TN,2018,Gates,2
TN,2023,None,0
FL,2021,None,0
IL,2019,Lights,0
GA,2018,Gates,1
AL,2020,Other,1
IA,2022,Other,1
OH,2020,Xings,0
CA,2021,Gates,1
TN,2022,Xings,0
OH,2018,Gates,2
WI,2021,Other,0
MO,2022,Other,0
CA,2021,Gates,1
CA,2022,Lights,0
TX,2023,Other,2
NE,2023,Lights,1
AL,2019,Xings,2
OK,2021,Lights,1
TN,2021,Xings,0
KY,2023,None,1
MO,2019,Lights,0
AR,2018,Gates,0
OK,2023,Lights,0
IN,2020,Lights,1
TX,2018,Xings,0
TX,2022,None,0
TX,2021,None,1
MS,2021,None,0
KY,2019,Lights,1
LA,2023,None,1
AL,2022,Other,1
AR,2019,Xings,1
MO,2018,Lights,0
IN,2022,Gates,0
GA,2021,None,1
MO,2018,Xings,2
KS,2019,Other,2
MN,2020,Xings,1
CA,2023,None,1
TN,2020,Lights,0
GA,2021,Gates,1
AL,2018,None,0
NE,2023,Gates,1
MS,2019,Gates,1
AR,2020,Gates,2
IA,2020,Gates,0
GA,2018,Gates,0
CA,2023,Xings,0
GA,2020,Lights,2
TX,2019,Xings,1
GA,2023,None,2
CA,2018,Lights,0
OK,2019,Lights,1
AL,2019,None,0
MO,2019,Lights,0
CA,2022,Gates,0
MO,2020,None,0
KS,2020,Gates,0
LA,2020,Lights,1
GA,2019,Other,1
AL,2020,Xings,0
MO,2018,Lights,2
OK,2018,Lights,0
NE,2023,None,0
CA,2019,Xings,0
FL,2023,Other,0
NE,2023,Gates,0
IL,2021,None,1
OK,2021,Other,1
TN,2020,Xings,0
TX,2023,None,0
IA,2021,Gates,1
CA,2023,Other,0
GA,2018,Lights,2
TN,2021,Lights,1
LA,2021,Other,1
WI,2023,None,1
FL,2018,None,2
AL,2018,Lights,2
OK,2018,Xings,1
FL,2021,Gates,0
NE,2022,Other,1
AR,2018,Xings,2
CA,2021,Gates,0
MN,2023,Other,0
AL,2019,None,2
AL,2018,Xings,1
AR,2019,None,1
KY,2020,Other,1
OK,2021,Lights,0
OK,2021,None,1
KS,2018,None,2
NE,2022,Other,0
GA,2019,Gates,0
AR,2022,Lights,1
NE,2019,Gates,1
IA,2019,Xings,1
MO,2022,None,0
AL,2021,Lights,1
MS,2023,Xings,0
KS,2020,Lights,2
NE,2018,Other,2
TX,2020,Lights,0
NE,2023,None,0
AL,2019,Gates,0
KY,2022,Other,1
KS,2019,Lights,0
OK,2019,Xings,2
IN,2020,Lights,1
AR,2023,Lights,0
CA,2023,Gates,0
AR,2021,Lights,0
NE,2022,None,1
MN,2021,None,2
MS,2020,Lights,0
TN,2023,Other,1
TN,2021,Other,1
IA,2018,None,0
WI,2018,None,1
WI,2023,Gates,1
MN,2022,Gates,0
NE,2018,Other,0
OK,2019,None,0
FL,2019,None,0
IL,2022,Other,1
GA,2022,Other,2
OK,2019,Lights,2
KY,2022,Gates,1
KY,2023,Gates,1
TX,2018,None,0
KS,2019,Xings,1
FL,2021,Gates,1
CA,2018,Lights,0
TX,2021,None,1
LA,2020,Lights,0
IL,2019,Xings,1
AR,2022,Xings,0
KY,2023,Other,0
LA,2019,None,0
OK,2022,Xings,1
KY,2022,Xings,2
OH,2020,Gates,0
CA,2020,None,1
IN,2018,None,0
CA,2022,Lights,2
NE,2023,Gates,0
AL,2020,None,1
CA,2023,Other,0
OK,2023,None,1
FL,2018,Xings,0
GA,2018,Gates,0
IN,2021,Lights,1
CA,2019,Gates,1
FL,2021,Xings,1
TN,2021,Gates,0
AL,2021,None,0
KS,2023,Xings,0
OK,2023,Other,1
OH,2018,Xings,1
IA,2020,Other,1
KS,2021,Other,1
GA,2020,Gates,1
AR,2019,Lights,0
AL,2022,None,2
WI,2018,Other,2
TX,2020,Gates,1
GA,2019,Other,1
FL,2020,None,1
TX,2019,Xings,0
OH,2021,None,0
TX,2023,None,1
TN,2023,Lights,0
MS,2022,Lights,0
TN,2018,Lights,0
GA,2020,Lights,1
KS,2020,Gates,0
AR,2022,Gates,0
KY,2019,Other,1
KY,2022,Other,1
OH,2023,Lights,2
TX,2019,Lights,2
OH,2021,Xings,1
KY,2019,Other,0
LA,2021,Other,0
TX,2022,Lights,0
OK,2022,None,1
LA,2021,None,0
MO,2021,Gates,0
IL,2022,Other,1
NE,2021,Other,1
MN,2018,Lights,1
KS,2023,Lights,2
FL,2022,Xings,0
NE,2023,Lights,1
IL,2019,Lights,1
IL,2023,Lights,1
TX,2022,None,0
LA,2023,Other,2
MO,2021,Lights,2
OK,2019,Lights,0
IN,2019,Lights,1
OK,2023,Gates,2
IL,2018,Lights,1
IL,2021,Other,0
MN,2023,Gates,1
CA,2018,Lights,0
CA,2022,Other,2
IA,2019,Xings,1
IN,2018,Lights,2
GA,2018,None,2
AL,2021,Lights,1
MO,2022,Lights,1
IA,2020,None,0
TX,2019,Xings,0
KY,2019,Gates,1
CA,2021,Gates,1
MS,2021,Other,2
MS,2023,Xings,0
TN,2021,Other,2
OH,2019,Xings,1
CA,2021,Xings,1
KS,2021,Other,1
IL,2020,Lights,2
GA,2021,Xings,0
OH,2021,Gates,1
FL,2023,Gates,1
TN,2021,Other,0
KY,2020,Gates,0
AL,2021,None,2
IN,2021,Gates,0
WI,2018,Xings,2
KY,2019,Gates,1
IN,2023,Xings,2
GA,2021,Lights,2
OK,2020,None,2
IL,2022,Xings,0
KY,2022,Xings,0
AL,2023,Xings,0
NE,2022,Other,0
TX,2021,Lights,0
NE,2023,Other,0
FL,2022,Lights,2
TN,2018,Xings,1
CA,2018,Xings,1
KY,2023,Xings,0
NE,2023,Gates,0
GA,2019,Gates,2
AL,2020,Xings,0
IN,2019,Lights,2
KY,2023,None,0
MN,2020,Lights,1
LA,2023,Gates,0
IA,2022,Gates,2
GA,2020,Other,0
NE,2023,Lights,0
IN,2020,Other,2
NE,2020,None,1
MO,2019,None,1
CA,2020,Lights,1
IA,2020,Gates,2
AR,2021,None,2
IN,2020,Gates,1
IL,2019,Other,1
CA,2021,Xings,0
NE,2021,Xings,2
IA,2019,None,0
FL,2023,Gates,0
KY,2018,None,1
NE,2020,None,2
IN,2021,Other,1
IA,2020,Gates,2
IA,2022,Other,0
IA,2021,Xings,2
OH,2021,Xings,2
GA,2019,Other,1
MO,2021,Xings,0
FL,2022,Xings,0
WI,2021,Xings,1
KY,2022,Gates,0
MN,2018,None,1
NE,2021,Xings,0
IN,2018,Other,0
KY,2019,Other,2
TN,2019,Lights,2
CA,2022,Lights,1
GA,2022,Gates,1
TX,2019,Lights,0
LA,2018,Lights,0
IL,2023,Other,2
FL,2022,None,0
AL,2021,None,1
TN,2020,Lights,0
OK,2022,Gates,0
MS,2020,Gates,0
IL,2020,Lights,1
TX,2020,Gates,2
IL,2023,Xings,1
CA,2022,Other,1
AL,2019,None,1
OK,2018,Gates,1
IN,2021,Other,0
TX,2019,None,1
GA,2023,Other,0
AR,2021,Other,1
OH,2021,Xings,0
TX,2021,None,1
OK,2022,Xings,1
AL,2021,Lights,0
NE,2018,None,1
MO,2019,Other,0
IN,2023,Xings,0
IL,2022,Gates,0
AL,2021,Other,1
IA,2022,Gates,1
OK,2021,None,1
TN,2019,Xings,0
AR,2022,Lights,0
OK,2023,Xings,0
TN,2022,Xings,0
MS,2021,None,1
FL,2019,Other,1
WI,2022,Xings,1
CA,2021,Gates,0
AL,2023,Xings,0
OH,2019,Lights,1
MO,2023,Other,2
LA,2021,None,0
IA,2022,Gates,1
TX,2022,Lights,1
IA,2022,Gates,2
OK,2021,None,2
KS,2021,Lights,0
OK,2021,Xings,1
KY,2020,Xings,0
IA,2020,Other,1
MO,2019,Gates,0
AL,2023,Lights,2
WI,2023,Xings,1
MO,2022,Xings,1
TX,2021,Other,1
KS,2019,Other,0
MS,2022,Gates,1
KY,2023,Xings,0
FL,2020,Other,0
IL,2018,Xings,0
MS,2021,Other,2
KS,2018,Other,0
CA,2022,Gates,0
GA,2018,Xings,2
IN,2018,Other,0
IA,2022,Xings,1
TX,2023,Gates,1
KY,2018,None,0
GA,2021,Xings,1
TN,2019,None,0
AR,2020,Other,0
AL,2020,Lights,0
FL,2022,Lights,0
GA,2023,Lights,1
GA,2019,None,2
CA,2021,Other,2
MN,2019,None,2
OK,2021,None,0
OK,2019,Other,0
MO,2018,Xings,0
KY,2019,Xings,1
IA,2020,Xings,0
MN,2018,None,0
LA,2018,Xings,0
MO,2021,Lights,0
KY,2023,Lights,2
KS,2021,Other,0
NE,2019,Other,1
MO,2023,Lights,2
KY,2022,None,2
FL,2018,None,1
AL,2020,Lights,0
IL,2021,Gates,1
AL,2023,Xings,0
KS,2019,Gates,0
MS,2019,Lights,0
IN,2020,Xings,2
CA,2019,Xings,0
FL,2018,None,0
MS,2019,Xings,1
OH,2019,Xings,0
TX,2021,Lights,0
MN,2023,Lights,0
LA,2020,Other,2
NE,2019,Gates,0
AL,2020,None,1
IN,2020,None,0
CA,2022,Lights,1
LA,2020,Other,1
KS,2023,Xings,1
IL,2020,Gates,1
TN,2021,None,0
KY,2023,Other,0
IL,2022,Other,0
MS,2022,Other,1
AR,2022,Gates,0
TX,2019,None,1
AR,2022,Xings,1
MN,2023,Xings,1
IA,2023,Lights,0
MN,2023,Lights,1
IL,2023,Lights,0
FL,2021,Gates,2
GA,2022,Gates,0
IN,2019,Lights,2
GA,2022,Gates,0
OK,2019,Lights,1
OH,2019,Gates,0
MN,2022,Lights,0
KY,2019,Gates,2
TX,2018,Lights,0
GA,2022,Other,1
OK,2020,Lights,2
MN,2019,Other,0
IL,2022,Gates,1
MS,2020,Other,1
IA,2018,Xings,0
OK,2021,Other,2
WI,2019,Xings,0
